EtofSp9lFPk	ハッピーホロウと神様倶楽部 ギルザレンⅢ世×剣持刀也×カザキ様 cover	ハッピーホロウと神様倶楽部
EvV04DGl4fg	u / 緑仙 (Cover)	u
FGmYCkvWNWw	エル・タンゴ・エゴイスタ／nyanyannya (cover by 楓アキ花咲リリ刀也ギル)	エル・タンゴ・エゴイスタ
FSJpnr-2D30	ロキ／鏡音リン・みきとP　女声＆男声で歌ってみた【鈴鹿詩子/にじさんじ】（オリジナルMV）	ロキ
FTTgMt8FUGg	ビターチョコデコレーション / 緑仙 (Cover)	ビターチョコデコレーション
FXwlyNlC-20	【恋愛サーキュレーション】歌ってみた。 Renai Circulation - Bakemonogatari Cover By Utako suzuka	恋愛サーキュレーション
FpV7pFAWT8o	六兆年と一夜物語(cover）【レヴィ・エリファ】	六兆年と一夜物語
Fyd3isfcq-U	【ユキトキ】cover.える【試聴動画】	ユキトキ
G3u6UVs3rDQ	【歌ってみた】1/6の夢旅人2002/樋口了一 (Covered by 舞元啓介&ジョー・力一)【舞元力一】	1/6の夢旅人2002
GsLWuUB4z_Y	鳳仙花 / 緑仙 (Cover)	鳳仙花
GsoBbBvUtmM	Sweet Devil / 鈴木勝×Ruco【歌ってみた】	Sweet Devil
HGsGVLVJAr0	ヒッチコック / ヨルシカ (covered by 緑仙)	ヒッチコック
I2mxW3EqsMc	【歌ってみた】ゾンビ・ディスコティーク【樋口楓cover】	ゾンビ・ディスコティーク
I4qDWbVdhms	ベベル / 緑仙 (Cover)	ベベル
IIuW-iKscU4	RAINBOW GIRL / 緑仙 (Cover)	RAINBOW GIRL
It7Cde_kADc	【好きって言って！】『おじゃま虫』を2人で歌ってみた♡【夜空メル×童田明治】	おじゃま虫
Itm2WkBywxk	パズルガール/森中花咲【歌ってみた】	パズルガール
JLbpMpQF5tI	月乃 / 緑仙 (Cover)	月乃
JYnSpLSNfbU	【歌ってみた】アニメ「ダンベル何キロ持てる？」OP　お願いマッスル【シスター・クレア×花畑チャイカ】	お願いマッスル
JYsg6jac_kQ	くたばれPTA / 緑仙 (Cover)	くたばれPTA
Jhh-Dl1QkDc	【替え歌】妖怪のせいにしないようかい体操第一【歌ってみた物述】	ようかい体操第一
JjKjx0nd0JE	【オリジナルMV】緑仙君と鈴鹿ウタでシンデレラガール / King&Prince 歌ってみた【cover】	シンデレラガール
K2dutYkhZ3c	【オリジナル曲】えるえる★フルネーム【歌ってみた】	えるえる★フルネーム
K52rgG1xIKw	【愛と感謝をこめて!】ファンサ/雪城眞尋【歌ってみた】	ファンサ
KNi82VggtBo	【楓と美兎】ロキ【歌ってみた】	ロキ
KX6bXnU93t0	【歌ってみた】ただ君に晴れ  / ヨルシカ【樋口楓cover】	ただ君に晴れ
KZS8gCL8e7g	病名は愛だった / 緑仙 (Cover)	病名は愛だった
KcScvcbiebs	⚙*.。..からくりピエロ Karakuri Pierrot/雪城眞尋【歌ってみた】	からくりピエロ
KhYmT0I7Uck	【LoveLive!Sunshine!!】聖なる日の祈り(ピアノver.）/雪城眞尋【歌ってみた❄】	聖なる日の祈り
Kj9TcSh19ZM	【歌ってみた】秘蜜～黒の誓い～【手描きPV】	秘蜜～黒の誓い～
Ko9uM28OjM8	アンチグラビティーズ歌ってみた/鷹宮リオン	アンチグラビティーズ
Kt7lLgW9yDI	ドラマツルギー / 緑仙 (Cover)	ドラマツルギー
L4Tz3tER5MA	「ダンスロボットダンス」歌ってみた【鈴鹿詩子】Dance Robot Dance [Nayutan Seijin] Cover By Utako suzuka	ダンスロボットダンス
LGRuPRL6-Tg	花見る人 / 緑仙 (Cover)	花見る人
LhxFEWOoMgI	【5人で前夜祭】 バレンタイン・キッス 歌ってみた - 樋口楓×因幡はねる×響木アオ×シスター・クレア×YuNi	バレンタイン・キッス
Ll6hc14i2dY	【ハナヤマタOP】花ハ踊レヤいろはにほを5人で歌ってみた【オリジナルMV】	花ハ踊レヤいろはにほ
LtiPqLWNfRI	月光（cover）【レヴィ・エリファ】	月光
Lvuq_Vcdz_U	【歌ってみた】夢追翔、「いつかのメリークリスマス」を歌わせていただきました。【にじさんじ】	いつかのメリークリスマス
M6esqi1cnEE	【オリジナルMV】「廃都アトリエスタにて」歌ってみた【神楽めあ× 卯月コウ】	廃都アトリエスタにて
MI1FsyFGECA	妄想感傷代償連盟 / 緑仙 (Cover)	妄想感傷代償連盟
Mbngzoz8rWA	乙女解剖 / 緑仙 (Cover)	乙女解剖
Mxcklx9tOg4	【歌ってみた】偶然天使【月ノ美兎・静凛・える・勇気ちひろ・樋口楓cover】	偶然天使
N8K73cMLbAg	【天神子兎音×樋口楓】SEVENTH HAVEN／Tokyo 7th シスターズ【歌ってみた】	SEVENTH HAVEN
NK1po3z2pto	ファンサ / 緑仙 (Cover)	ファンサ
NMvDVwJscVA	愛欲のプリズナー / 緑仙×シスター・クレア (Cover)	愛欲のプリズナー
NkG-YjkCFMY	愛して愛して愛して / 緑仙 (Cover)	愛して愛して愛して
O9I3boiujdE	シスターセクトルージュ ／nyanyannya (cover by 楓ギルリリ)	シスターセクトルージュ
Orl1iYut6Vc	いかないで/森中花咲【歌ってみた】	いかないで
OvGd6DqmA2c	🎁ロリ組で『好き！雪！本気マジック』歌ってみた🎅	好き！雪！本気マジック
PG5QDm3fjS8	【オリジナルMV】愛を伝えたいだとか（あいみょん）cover【家長むぎ×鈴鹿詩子×える×夜見れな/にじさんじ】	愛を伝えたいだとか
P_m-zcAWDfc	【天気の子】グランドエスケープ (Movie edit) feat.三浦透子 - Covered by 町田ちま＆ぴろぱる	グランドエスケープ (Movie edit) feat.三浦透子
PqY1-Zsy5vo	【LOL部】VD&GでBlessing歌ってみた【替え歌】	Blessing
QCxJhW73h5g	ハミングがきこえる / カヒミ・カリィ (covered by 緑仙)	ハミングがきこえる
QLWczt8aBtk	雨とカプチーノ／ヨルシカ　covered by 戌亥とこ	雨とカプチーノ
QRh3vH0QMH8	【1周年記念】けいおん!!のU＆I　歌ってみた【童田明治】	U＆I
QzW7ycDsIKU	Booo!　歌ってみた	Booo!
QzdsaXemBWM	RE:I AM／Aimer covered by 戌亥とこ	RE:I AM
R4zha-fcxH8	HIT IN THE USA covered by 加賀美ハヤト ＆ 雨森小夜	HIT IN THE USA
RMjKBFMwiBw	右肩の蝶 / 緑仙 (Cover)	右肩の蝶
RUJEeuX_Ac0	【歌ってみた】夢追翔、「Lemon」を歌わせていただきました。【にじさんじSEEDs】	Lemon
RsOBIlmCHqI	【歌ってみた】Cutie Panther【樋口楓 / 竜胆尊 / リゼ・ヘルエスタcover】	Cutie Panther
S8b61tQUkR8	Vinyl / King Gnu (covered by 緑仙)	Vinyl
SJJaPDNZ2_U	フラジール / 緑仙 (Cover)	フラジール
ST3_N-ayVjw	黒猫/赤髪（covered by 鈴谷アキ）	黒猫
SXdV2bKMntI	♡future base歌ってみた♡	future base
So49O-bee7A	『神様からのアンケート』歌ってみた- 出雲霞/糸巻おり	神様からのアンケート
Svh7zl8PTTo	心做し(cover) - 三枝明那	心做し
T71vkqZeniU	ホワイトリリー covered by 雨森小夜 × 久遠千歳	ホワイトリリー
TgJI50j9bIs	【ヨルシカ】唐突に雨とカプチーノ歌ってみた【物述有栖】	雨とカプチーノ
TkKJw3r0kVQ	音量注意】古書屋敷殺人事件歌ってみた/鷹宮リオン	古書屋敷殺人事件
U-zkxv7BYaU	giga戯画witch歌ってみた / 鷹宮リオン	giga戯画witch
U30I6JwF2mg	lili. / 緑仙 (Cover)	lili.
UEGt5h7ReC8	【BGクラブ】ハウトゥー世界征服 歌ってみた - 森中花咲×鈴鹿詩子×モイラ	ハウトゥー世界征服
URLqCc3kimY	【けいおん!】Cagayake!GIRLS / 童田明治【歌ってみた】	Cagayake!GIRLS
UYHn_3TiuQU	【ポジティブな人が】ポジティブ☆ダンスタイム　歌ってみた【相羽ういは/にじさんじ】	ポジティブ☆ダンスタイム
UnADsNNInUo	Prayer X / King Gnu (covered by 緑仙)	Prayer X
V0njuvP7yPw	クラブ=マジェスティ／nyanyannya (cover by 楓アキ花咲リリ刀也ギル)	クラブ=マジェスティ
V10UuEWM1k8	【歌ってみた】soldier game【リゼ・ヘルエスタ / 竜胆尊 / 樋口楓cover】	soldier game
V654oSE_yhE	ロメオ / 夢追翔＆加賀美ハヤト with 緑仙 (Cover)	ロメオ
VX_YC88rZoE	逆光のフリューゲル / 緑仙&ドーラ (Cover)	逆光のフリューゲル
Vh4Ge9F8P-E	じゃじゃ馬にさせないで / 緑仙 (Cover)	じゃじゃ馬にさせないで
Vi0P1rqMmVo	【歌ってみた】心做し【にじさんじ/町田ちま】	心做し
VorS99zwKYE	【歌ってみた】純情スカート/森中花咲【オリジナルMV】	純情スカート
W-L78fvM0NM	『ディカディズム』歌ってみた - 出雲霞/夜木ノセ	ディカディズム
WGXkz1VGXVM	シャルル 歌ってみた。【自作MV】Charles Cover（鈴鹿詩子/にじさんじ）	シャルル
WsAS2MQVqwM	【にじさんじ】Bad ∞ End ∞ Night 歌ってみた【#お屋敷組】	Bad ∞ End ∞ Night
X3lmvEunSi4	戯言スピーカー / 緑仙 (Cover)	戯言スピーカー
XMES2Aj9IQ0	Mrs.Pumpkinの滑稽な夢 / le jouet (Cover)	Mrs.Pumpkinの滑稽な夢
XSGvP4N4Mhc	フィクサー / 緑仙 (Cover)	フィクサー
XlUhsBX2bLY	【歌ってみた】ラプンツェル/n-buna【町田ちま】	ラプンツェル
XxgG991jJ3w	曖昧劣情Lover / 鈴木勝【歌ってみた】	曖昧劣情Lover
YB4ndsg1ZUc	【SEEDs】Connecting【歌ってみた】	Connecting
YXxPu7-pv2A	メーベル / 緑仙 (Cover)	メーベル
YbnDGwXm7FA	星間飛行　歌ってみた【相羽ういは/にじさんじ】	星間飛行
Yq4qu5WiPY8	Pretender / Official髭男dism (covered by 緑仙)	Pretender
Yud_ttwJBYw	【おなえどしの文化発表会】初恋学園・純愛科 歌ってみた 【卯月コウ×出雲霞×鈴木勝】	初恋学園・純愛科
Yzys0QshqZ0	【歌ってみた】愛して愛して愛して/Kikuo【町田ちま/にじさんじ】	愛して愛して愛して
ZJKa92D3x1w	少女レイ / 緑仙 (Cover)	少女レイ
ZKpFOoRMtYs	バレンタイン・キッス / 緑仙 with 加賀美ハヤト、夢追翔 (Cover)	バレンタイン・キッス
ZMi9z3Du9Tw	ギブス / 椎名林檎 (covered by 緑仙)	ギブス
ZaqcGulXrN4	夕立のりぼん / 緑仙 (Cover)	夕立のりぼん
ZbLF3rjEANk	【オリジナルMV】可愛く『おじゃま虫』歌ってみた★星川サラ【にじさんじ】	おじゃま虫
ZrN3JHDf-gg	ノエル・デ・フィガロ／nyanyannya (cover by アキ花咲刀也)	ノエル・デ・フィガロ
_-Qmg1nN5P0	Rain / 秦基博(Cover) - 緑仙	Rain
_7YQknM4nis	【にじさんじ】チョコレイト・ディスコ (cover）【ドーラ／童田明治／レヴィ・エリファ】	チョコレイト・ディスコ
_DOxXh2sa-g	【オリジナルMV☆彡】Booo! - TOKOTOKO（西沢さんP）/雪城眞尋【歌ってみた】	Booo!
_PpTrPbRg0U	Guilty kiss「コワレヤスキ」/ 出雲霞×星街すいせい×堰代ミコ【歌ってみた】	コワレヤスキ
_QUc8JN_jCM	sharpness...歌ってみた【剣持刀也イメージソング】	sharpness...
_cUTVL2Nj6o	【ロボ子さん×樋口楓】PLATONIC GIRL 【歌ってみた】	PLATONIC GIRL
_keov9CotK4	【初！歌！】フィクサー歌ってみたんですけど！！！！！【聞いてほしい】シェリン/にじさんじ	フィクサー
_w7___6Lhds	帝国少女 / 緑仙 (Cover)	帝国少女
a31BflhAUkU	SNOBBISM / 緑仙 (Cover)	SNOBBISM
a3VaMbXIPpI	【歌ってみた】シリウス / 藍井エイル【樋口楓cover】	シリウス
aBTZLfCMkHU	JUST COMMUNICATION / 緑仙 (Cover)	JUST COMMUNICATION
aIuZKQH65Ss	丸の内サディスティック / 椎名林檎 (covered by 緑仙)	丸の内サディスティック
aOBlC6uxdHU	【にじさんじ】白日 (cover）【レヴィ・エリファ】	白日
aXmlm0TNhG0	秒針を噛む / ずっと真夜中でいいのに。(Cover) - 緑仙	秒針を噛む
ai59f32SMEA	白日 / King Gnu (Covered by 夢追翔) 日本テレビ系「イノセンス 冤罪弁護士」主題歌【歌ってみた】【カバー】キングヌー	白日
b56_f1x_6SY	アウトサイダー / 鈴木勝【歌ってみた】	アウトサイダー
bTwUWwDlVgM	【歌ってみた】夢追翔、「Mrs.Pumpkinの滑稽な夢」を歌わせていただきました。【にじさんじSEEDs】	Mrs.Pumpkinの滑稽な夢
bb4gffJ1kGI	パンダヒーロー / 緑仙 (Cover)	パンダヒーロー
cCQOStCtr-E	絶え間なく藍色 / 緑仙 (Cover)	絶え間なく藍色
cbTzyU3thnc	キライ・キライ・ジガヒダイ！ / 緑仙 (Cover)	キライ・キライ・ジガヒダイ！
coCGyftSo78	【歌ってみた】少女レイ/森中花咲【オリジナルMV】	少女レイ
cpgiFqDGxbE	Happy Halloween 歌ってみた【相羽ういは/にじさんじ】	Happy Halloween
cvx4Tr3mWs8	CITRUS/Orangestar（covered by 樋口楓・鈴谷アキ）	CITRUS
d1CR_M0Bvec	【歌ってみた】ハロ/ハワユ【手描きPV】	ハロ/ハワユ
dWOdLydhO-E	【ロボ子さん×樋口楓】鬼KYOKAN【歌ってみた】	鬼KYOKAN
dZm1HAILIHc	【歌ってみた】daze / じん ft.メイリア from GARNiDELiA 【樋口楓cover】	daze
doC1uQDjCwk	アウトサイダー / 緑仙 (Cover)	アウトサイダー
e-86y2WoNsk	【DD×緑仙】紡唄 -つむぎうた- 歌ってみた【コラボ】	紡唄 -つむぎうた-
e0W-QW58Dy0	獣ゆく細道/町田ちまとジョー・力一(Cover)	獣ゆく細道
fmQEYoIyO-s	砂の惑星 / 緑仙 (Cover)	砂の惑星
g614Xgz0iQ0	神のまにまに / cresc. (Cover)	神のまにまに
gRwDnTAzTD0	【ポケモン新作記念】XY &Z歌ってみた【早瀬走/にじさんじ】	XY &Z
gtJ9ATKOPuw	【平成最後】AIAIAI歌ってみた♡【いっぱいちゅき】	AIAIAI
gtvuE6A7qsg	ヒビカセ / 緑仙 (Cover)	ヒビカセ
h41KFaq4UXc	【歌ってみた】フリージア/Uru【町田ちま】	フリージア
hxOaXVJaKfU	【歌ってみた】いかないで/森中花咲【MIX.ver】	いかないで
i003sNLSvU4	U.S.A./DA PUMP　限界腐女子な歌のお姉さんVTuberが歌ってみた（鈴鹿詩子）Cover By Utako suzuka	U.S.A.
iWoLWYOWiRA	【元気よく!!!】エイリアンエイリアン/雪城眞尋【歌ってみた】	エイリアンエイリアン
iXBBkDQ12YY	【歌ってみた】夢追翔、「RAGE OF DUST」を歌わせていただきました。【にじさんじSEEDs】	RAGE OF DUST
j3Z5JZQgizU	言って。 / ヨルシカ (covered by 緑仙)	言って。
jM5zKMcqzig	イージュー★ライダー / 奥田民生 (covered by 緑仙)	イージュー★ライダー
j_s6y2MCfnc	【＃にじさんじ紅白応援合戦】紅白応援Vを13人で歌ってみた【オリジナルMV】	紅白応援V
jgAgvRPfgWY	【けいおん!!】GO! GO! MANIAC /童田明治【歌ってみた】	GO! GO! MANIAC
kFxcjyuVBu8	【ビースト衣装で】I♥　歌ってみた【相羽ういは/にじさんじ】	I♥
kLF_F0OHzgI	【歌ってみた】バレリーコ/森中花咲【オリジナルMV】	バレリーコ
kmKXtkFwQNY	金曜日のおはよう　歌ってみた【相羽ういは/にじさんじ】	金曜日のおはよう
kmte4HGJCdo	Q - 《楓刀京明雨葛》Cover	Q
kuuOPdJnGUU	【歌ってみた】夢追翔、「ワタリドリ」を歌わせていただきました。【にじさんじ】	ワタリドリ
lAo2WGB68Jo	独りんぼエンヴィー / 緑仙 (Cover)	独りんぼエンヴィー
lOzBqH2OUWU	【歌ってみた】夢追翔、「GLAMOROUS SKY [ENGLISH VER.]」を歌わせていただきました。【にじさんじ】	GLAMOROUS SKY
m7Jw3a6W7ck	「だってアタシのヒーロー。」cover.樋口楓（Arranged by PandaBoY）【試聴動画】	だってアタシのヒーロー。
m8DagqgH7e4	レコード・レド / 緑仙 (Cover)	レコード・レド
m9UtN5xbP2s	バレリーコ / 緑仙 (Cover)	バレリーコ
mF9S_YQFFdY	十三番目の黙示録 / 緑仙×シスター・クレア (Cover)	十三番目の黙示録
mbXfC0izGBY	夜咄ディセイブ / 鈴木勝【歌ってみた】	夜咄ディセイブ
mcg6Bg2wxso	【JK弾き語り】オラシオン弾いて歌ってみた【物述有栖】	オラシオン
n0da64FMiDM	【樋口楓×天神子兎音】打上花火 / DAOKO × 米津玄師【歌ってみた】	打上花火
n2BrstdTTOc	【まほすず】嗚呼、素晴らしきニャン生【歌ってみた】	嗚呼、素晴らしきニャン生
nBURluaw20w	【歌ってみた】シンクロサイクロトロン・スピリチュアライザー。/ covered by 葉加瀬冬雪	シンクロサイクロトロン・スピリチュアライザー。
nDcrqSeSAzw	キャラバン / 緑仙 (Cover)	キャラバン
nHWe-m95w_o	月のワルツ / 諌山実生 (covered by 緑仙)	月のワルツ
njUywfYQ5n8	【初投稿】エイリアンエイリアン/家長むぎ【歌ってみた】	エイリアンエイリアン
nrFKOk4TObg	ソラニン / にじロック (Cover)	ソラニン
p3fCIG_xa08	【デレマス】Tulipを3人で歌ってみた【オリジナルMV】	Tulip
p78GyEpHDM8	恐山ル・ヴォワール (cover）【レヴィ・エリファ】	恐山ル・ヴォワール
pMI8wD9Di-k	【#にじさんじ1期生出身】僕たちはひとつの光 /μ's 【2周年記念/歌ってみた】	僕たちはひとつの光
pOHaBLEmw_E	ノーダウト / Official髭男dism (covered by 緑仙)	ノーダウト
pXwPJ1usbzg	乙女解剖 / 鈴木勝【歌ってみた】	乙女解剖
ppz_ktGwobA	【ASMR House】ぱすたすきゃっと / 鈴木勝×Ruco【歌ってみた】	ぱすたすきゃっと
px7KIy0k29A	【歌ってみた】ライアーダンス 森中花咲×宇志海いちご【オリジナルMV】	ライアーダンス
q1tOlw5bJ2E	猛独が襲う / 緑仙 (Cover)	猛独が襲う
qCmVmB0FRLQ	誰かの歌で僕が死ぬ / 緑仙 (Cover)	誰かの歌で僕が死ぬ
qOeaWvm0yu0	ネトゲ廃人シュプレヒコール / 緑仙 (Cover)	ネトゲ廃人シュプレヒコール
qSQ1jGsmv5M	【歌ってみた】magnet 森中花咲×勇気ちひろ【オリジナルMV】	magnet
qSnil-wdWFM	オートファジー / 緑仙 (Cover)	オートファジー
q_5CN_x4ZKo	ミミック / 緑仙 (Cover)	ミミック
qcQ9k7A5TDM	【歌ってみた】エイリアンエイリアン【出雲霞×星街すいせい×堰代ミコ】	エイリアンエイリアン
qfboW35fdg0	プロトディスコ / 緑仙 (Cover)	プロトディスコ
qge-EvTOzsk	【ロボ子さん×樋口楓】一心不乱【歌ってみた】	一心不乱
qjEcGGIgtA4	【ルー語で歌ってみた】フリージア/Uru【町田ちま/にじさんじ】	フリージア
qocBwpaHWiU	【歌ってみた】愛言葉Ⅲ／える	愛言葉Ⅲ
qxa_YUEa0RA	【fripSide】LEVEL5-judgelight-/雪城眞尋【とある科学の超電磁砲OP 歌ってみた】	LEVEL5-judgelight-
r5KSR-5qmSU	ドーナツホール / 緑仙 (Cover)	ドーナツホール
r6c_wuWHwrk	【cover】吉原ラメント【白雪 巴/にじさんじ】	吉原ラメント
r9Oiem71hfM	【歌ってみた】赤い罠(who loves it?) / LiSA【樋口楓cover】	赤い罠(who loves it?)
rNSaTe2cKuc	Perfect Crime / 緑仙×鈴鹿詩子 (Cover)	Perfect Crime
rcGle0p_72M	愛を伝えたいだとか / あいみょん (covered by 緑仙)	愛を伝えたいだとか
rz_MrXeJ4bc	【#Vsevendeadlysins】KILLER B 【歌ってみた】	KILLER B
sMmMbYo8p1s	ヤンキーボーイ・ヤンキーガール -《楓刀京明千葛》Cover	ヤンキーボーイ・ヤンキーガール
sRwiHYfeH4c	IMITATION BLACK / le jouet (Cover)	IMITATION BLACK
sVdhfEUCU9Y	雨とペトラ / 緑仙 (Cover)	雨とペトラ
sXOpwLnCPII	【飛鳥ひな】Happy Halloween 歌ってみた【朝霞しお】	Happy Halloween
sfT5PRS3X-Q	【歌ってみた】しんでしまうとはなさけない！【リゼアン/にじさんじ】	しんでしまうとはなさけない！
sh50FA5GzqE	【この美術部には問題がある！】ココロ＊パレット 　歌ってみた【相羽ういは/にじさんじ】	ココロ＊パレット
twX4naeMHBc	【夕陽リリ】and i'm home 歌ってみた【家長むぎ】	and i'm home
u455vdk-Xy4	洟垂れ天狗 / 悒うつぼ (covered by 緑仙)	洟垂れ天狗
u5V-Qn1nUS8	従属ふりったー / 緑仙 (Cover)	従属ふりったー
uzAYpvpqvMw	【歌ってみた】Blow out / 鈴木このみ【樋口楓cover】	Blow out
v6u80eYSLvc	【ロボ子さん×樋口楓】Happy Halloween 【歌ってみた】	Happy Halloween
vcU_AUayrio	夜咄ディセイブ / IA ( cover by かしこまり ＆ 樋口楓 )	夜咄ディセイブ
video_id	title	title
wMwW4rI5LdI	月陽-ツキアカリ- / 緑仙 feat. ドーラ (Cover)	月陽-ツキアカリ-
wN-O4n3UVZU	【歌ってみた】夢追翔、「まちがいさがし」を歌わせていただきました。 / ドラマ「パーフェクトワールド」主題歌	まちがいさがし
wYoY15CQUgo	【歌ってみた】いのちの名前/木村弓【町田ちま】	いのちの名前
wueJz1Oxbs8	【歌ってみた】私が恋を知る日【葉山舞鈴/にじさんじ】	私が恋を知る日
x17cFLABxYc	こちら、幸福安心委員会です。 / 鈴木勝×Ruco【歌ってみた】	こちら、幸福安心委員会です。
xAICL3fiIYY	【デレマス】Trancing Pulse 【にじさんじ/cresc.で歌ってみた】	Trancing Pulse
xMpTFCca9qo	【初投稿】元気よく「Booo!」歌ってみた★星川サラ【にじさんじ】	Booo!
xt_e7c4gv48	【アナと雪の女王2】Into the Unknown イントゥ・ジ・アンノウン～心のままに / 鈴代ここね＆レヴィ・エリファ【歌ってみた】	Into the Unknown イントゥ・ジ・アンノウン～心のままに
yAbsmcJw1fM	ラットが死んだ / 緑仙 (Cover)	ラットが死んだ
yTY3cISxH04	悪魔の踊り方 / 緑仙 (Cover)	悪魔の踊り方
ypibVrV8GUw	あわよくばきみの眷属になりたいな / 緑仙 (Cover)	あわよくばきみの眷属になりたいな
z1GnTuRn594	思春期少年少女 / 緑仙 (Cover)	思春期少年少女
