channel_id	vtuber_name	video_id	video_title	music_title
UCPvGypSgfDkVe7JG2KygK7A	竜胆尊	RsOBIlmCHqI	【歌ってみた】Cutie Panther【樋口楓 / 竜胆尊 / リゼ・ヘルエスタcover】	Cutie Panther
UCZ1xuCK1kNmn5RzPYIZop3w	リゼ・ヘルエスタ	RsOBIlmCHqI	【歌ってみた】Cutie Panther【樋口楓 / 竜胆尊 / リゼ・ヘルエスタcover】	Cutie Panther
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	cvx4Tr3mWs8	CITRUS/Orangestar（covered by 樋口楓・鈴谷アキ）	CITRUS
UCpnvhOIJ6BN-vPkYU9ls-Eg	鈴谷アキ	cvx4Tr3mWs8	CITRUS/Orangestar（covered by 樋口楓・鈴谷アキ）	CITRUS
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	O9I3boiujdE	シスターセクトルージュ ／nyanyannya (cover by 楓ギルリリ)	シスターセクトルージュ
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	j_s6y2MCfnc	【＃にじさんじ紅白応援合戦】紅白応援Vを13人で歌ってみた【オリジナルMV】	紅白応援V
UCZ1xuCK1kNmn5RzPYIZop3w	リゼ・ヘルエスタ	j_s6y2MCfnc	【＃にじさんじ紅白応援合戦】紅白応援Vを13人で歌ってみた【オリジナルMV】	紅白応援V
UCHVXbQzkl3rDfsXWo8xi2qw	アンジュ・カトリーナ	j_s6y2MCfnc	【＃にじさんじ紅白応援合戦】紅白応援Vを13人で歌ってみた【オリジナルMV】	紅白応援V
UCV5ZZlLjk5MKGg3L0n0vbzw	鷹宮リオン	j_s6y2MCfnc	【＃にじさんじ紅白応援合戦】紅白応援Vを13人で歌ってみた【オリジナルMV】	紅白応援V
UCtpB6Bvhs1Um93ziEDACQ8g	森中花咲	j_s6y2MCfnc	【＃にじさんじ紅白応援合戦】紅白応援Vを13人で歌ってみた【オリジナルMV】	紅白応援V
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	V10UuEWM1k8	【歌ってみた】soldier game【リゼ・ヘルエスタ / 竜胆尊 / 樋口楓cover】	soldier game
UCPvGypSgfDkVe7JG2KygK7A	竜胆尊	V10UuEWM1k8	【歌ってみた】soldier game【リゼ・ヘルエスタ / 竜胆尊 / 樋口楓cover】	soldier game
UCZ1xuCK1kNmn5RzPYIZop3w	リゼ・ヘルエスタ	V10UuEWM1k8	【歌ってみた】soldier game【リゼ・ヘルエスタ / 竜胆尊 / 樋口楓cover】	soldier game
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	a3VaMbXIPpI	【歌ってみた】シリウス / 藍井エイル【樋口楓cover】	シリウス
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	URLqCc3kimY	【けいおん!】Cagayake!GIRLS / 童田明治【歌ってみた】	Cagayake!GIRLS
UCveZ9Ic1VtcXbsyaBgxPMvg	童田明治	URLqCc3kimY	【けいおん!】Cagayake!GIRLS / 童田明治【歌ってみた】	Cagayake!GIRLS
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	FGmYCkvWNWw	エル・タンゴ・エゴイスタ／nyanyannya (cover by 楓アキ花咲リリ刀也ギル)	エル・タンゴ・エゴイスタ
UCv1fFr156jc65EMiLbaLImw	剣持刀也	FGmYCkvWNWw	エル・タンゴ・エゴイスタ／nyanyannya (cover by 楓アキ花咲リリ刀也ギル)	エル・タンゴ・エゴイスタ
UCtpB6Bvhs1Um93ziEDACQ8g	森中花咲	FGmYCkvWNWw	エル・タンゴ・エゴイスタ／nyanyannya (cover by 楓アキ花咲リリ刀也ギル)	エル・タンゴ・エゴイスタ
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	KX6bXnU93t0	【歌ってみた】ただ君に晴れ  / ヨルシカ (covered by 樋口楓)	ただ君に晴れ
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	sMmMbYo8p1s	ヤンキーボーイ・ヤンキーガール -《楓刀京明千葛》Cover	ヤンキーボーイ・ヤンキーガール
UCv1fFr156jc65EMiLbaLImw	剣持刀也	sMmMbYo8p1s	ヤンキーボーイ・ヤンキーガール -《楓刀京明千葛》Cover	ヤンキーボーイ・ヤンキーガール
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	5DfRzFrmHzQ	【歌ってみた】絶望レストラン【月ノ美兎・久遠千歳・雨森小夜・樋口楓cover】	絶望レストラン
UCRWOdwLRsenx2jLaiCAIU4A	雨森小夜	5DfRzFrmHzQ	【歌ってみた】絶望レストラン【月ノ美兎・久遠千歳・雨森小夜・樋口楓cover】	絶望レストラン
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	Mxcklx9tOg4	【歌ってみた】偶然天使【月ノ美兎・静凛・える・勇気ちひろ・樋口楓cover】	偶然天使
UCLO9QDxVL4bnvRRsz6K4bsQ	勇気ちひろ	Mxcklx9tOg4	【歌ってみた】偶然天使【月ノ美兎・静凛・える・勇気ちひろ・樋口楓cover】	偶然天使
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	KNi82VggtBo	【楓と美兎】ロキ【歌ってみた】	ロキ
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	I2mxW3EqsMc	【歌ってみた】ゾンビ・ディスコティーク【樋口楓cover】	ゾンビ・ディスコティーク
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	Ll6hc14i2dY	【ハナヤマタOP】花ハ踊レヤいろはにほを5人で歌ってみた【オリジナルMV】	花ハ踊レヤいろはにほ
UCtpB6Bvhs1Um93ziEDACQ8g	森中花咲	Ll6hc14i2dY	【ハナヤマタOP】花ハ踊レヤいろはにほを5人で歌ってみた【オリジナルMV】	花ハ踊レヤいろはにほ
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	r9Oiem71hfM	【歌ってみた】赤い罠(who loves it?) / LiSA【樋口楓cover】	赤い罠(who loves it?)
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	uzAYpvpqvMw	【歌ってみた】Blow out / 鈴木このみ【樋口楓cover】	Blow out
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	qge-EvTOzsk	【ロボ子さん×樋口楓】一心不乱【歌ってみた】	一心不乱
UCDqI2jOz0weumE8s7paEk6g	ロボ子さん	qge-EvTOzsk	【ロボ子さん×樋口楓】一心不乱【歌ってみた】	一心不乱
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	dWOdLydhO-E	【ロボ子さん×樋口楓】鬼KYOKAN【歌ってみた】	鬼KYOKAN
UCDqI2jOz0weumE8s7paEk6g	ロボ子さん	dWOdLydhO-E	【ロボ子さん×樋口楓】鬼KYOKAN【歌ってみた】	鬼KYOKAN
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	KlgMpBK4-os	【コラボ・第一弾！】「BOYS & GIRLS 3.0 feat. 樋口楓」 / キツネDJ	BOYS & GIRLS 3.0 feat. 樋口楓
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	m7Jw3a6W7ck	「だってアタシのヒーロー。」cover.樋口楓（Arranged by PandaBoY）【試聴動画】	だってアタシのヒーロー。
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	LhxFEWOoMgI	【5人で前夜祭】 バレンタイン・キッス 歌ってみた - 樋口楓×因幡はねる×響木アオ×シスター・クレア×YuNi	バレンタイン・キッス
UCHTnX0CSX_KObo5I9WuZ64g	YuNi	LhxFEWOoMgI	【5人で前夜祭】 バレンタイン・キッス 歌ってみた - 樋口楓×因幡はねる×響木アオ×シスター・クレア×YuNi	バレンタイン・キッス
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	n0da64FMiDM	【樋口楓×天神子兎音】打上花火 / DAOKO × 米津玄師【歌ってみた】	打上花火
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	N8K73cMLbAg	【天神子兎音×樋口楓】SEVENTH HAVEN／Tokyo 7th シスターズ【歌ってみた】	SEVENTH HAVEN
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	DxQVcC-yJV0	WINDING ROAD byおめがシスターズ×樋口楓【歌ってみた】	WINDING ROAD
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	v6u80eYSLvc	【ロボ子さん×樋口楓】Happy Halloween 【歌ってみた】	Happy Halloween
UCDqI2jOz0weumE8s7paEk6g	ロボ子さん	v6u80eYSLvc	【ロボ子さん×樋口楓】Happy Halloween 【歌ってみた】	Happy Halloween
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	_cUTVL2Nj6o	【ロボ子さん×樋口楓】PLATONIC GIRL 【歌ってみた】	PLATONIC GIRL
UCDqI2jOz0weumE8s7paEk6g	ロボ子さん	_cUTVL2Nj6o	【ロボ子さん×樋口楓】PLATONIC GIRL 【歌ってみた】	PLATONIC GIRL
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	vcU_AUayrio	夜咄ディセイブ / IA ( cover by かしこまり ＆ 樋口楓 )	夜咄ディセイブ
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	amPJ0FlBBZs	【樋口楓】ハイカラ浪漫【オリジナルMV】	ハイカラ浪漫
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	CICsAfQ6ke8	【にじさんじ】Mr.Music【歌ってみた！】	Mr.Music
UCYKP16oMX9KKPbrNgo_Kgag	える	CICsAfQ6ke8	【にじさんじ】Mr.Music【歌ってみた！】	Mr.Music
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	nU07wXY1KIE	3/18発売「SMASH The PAINT!!」収録曲【『Only』樋口楓】公式ワンコーラスPV	Only
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	QPsDWfbDY2s	マジ卍【樋口楓オリジナル曲】	マジ卍
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	oZPHldP_mis	樋口楓 MARBLE -Music Video-	MARBLE
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	FEq136As5yc	ゲッカビジン【樋口楓オリジナル曲】	ゲッカビジン
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	VGbBhiJwKzY	Moment【樋口楓オリジナル曲】	Moment
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	Rq1A2O4h8AU	東京アセンション【樋口楓オリジナル曲】	東京アセンション
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	8qkdMTtoOfY	MapleStep【樋口楓オリジナル曲】	MapleStep
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	JYZ8GHutQ4I	虹のキセキ【樋口楓オリジナル曲】	虹のキセキ
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	N7UYzIQp_8I	11/27リリース！CD「にじさんじMusic MIX UP!!」より【Dive with me!!!】byJK組(月ノ美兎/静凛/樋口楓)	Dive with me!!!
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	Uiz_7RqPzyI	【月ノ美兎&樋口楓】アオハル【オリジナル曲】	アオハル
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	WwUP0TOOrbo	秋の笑い声【樋口楓オリジナル曲】	秋の笑い声
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	9YZKP3N9_9s	君のこと【樋口楓オリジナル曲】	君のこと
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	zPMWAj54Seg	にじさんじ - Virtual to LIVE [Official Music Video]	Virtual to LIVE
UCV5ZZlLjk5MKGg3L0n0vbzw	鷹宮リオン	zPMWAj54Seg	にじさんじ - Virtual to LIVE [Official Music Video]	Virtual to LIVE
UCYKP16oMX9KKPbrNgo_Kgag	える	zPMWAj54Seg	にじさんじ - Virtual to LIVE [Official Music Video]	Virtual to LIVE
UCv1fFr156jc65EMiLbaLImw	剣持刀也	zPMWAj54Seg	にじさんじ - Virtual to LIVE [Official Music Video]	Virtual to LIVE
UCtpB6Bvhs1Um93ziEDACQ8g	森中花咲	zPMWAj54Seg	にじさんじ - Virtual to LIVE [Official Music Video]	Virtual to LIVE
UChUJbHiTVeGrSkTdBzVfNCQ	ジョー・力一	zPMWAj54Seg	にじさんじ - Virtual to LIVE [Official Music Video]	Virtual to LIVE
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	24OhNn0sG9M	夕暮れリフレイン【樋口楓オリジナル曲】	夕暮れリフレイン
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	8_g1VaJ0nSA	Summermagic【樋口楓オリジナル曲】	Summermagic
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	ZVC-XZZ6fNA	ReStart Line【樋口楓オリジナル曲】	ReStart Line
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	GdbaIWU9Rxg	やきもち☆ハートブレイク【樋口楓オリジナル曲】	やきもち☆ハートブレイク
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	29j460cy6xY	Red Star【樋口楓オリジナル曲】	Red Star
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	UYBUbjeGJdE	BREAK THIS WALL feat. キツネDJ【樋口楓オリジナル曲】	BREAK THIS WALL feat. キツネDJ
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	8sGdUV18h4w	Harmony!!【樋口楓オリジナル曲】	Harmony!!
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	pGdJHcAAPlc	放課後Memory【樋口楓オリジナル曲】	放課後Memory
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	JLt-Z2BO3Lk	burning forest【樋口楓オリジナル曲】	burning forest
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	M9VZ-BczRH0	【にじさんじjk組】dream triangle【オリジナル曲】	dream triangle
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	NcaGIXz6fdI	樋口楓1stライブ「KANA-DERO」ライブ映像特別公開！『響鳴』	響鳴
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	mgw7dgA4nNE	月夜ノ空 full ver.【樋口楓オリジナル曲】	月夜ノ空
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	w565CF7KsHA	皐月の風【樋口楓オリジナル曲】	皐月の風
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	Vs9dX8C9Cn8	奏でろ音楽！！！full ver.【樋口楓オリジナル曲】	奏でろ音楽！！！
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	P9CBFmk5H8Q	デロッパ！【樋口楓オリジナル曲】	デロッパ！
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	78JaNSdVOMQ	WISH!【樋口楓オリジナル曲】	WISH!
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	sRpg90RGRJg	【樋口楓&える】けろっぐふろっぐ！【オリジナル曲】	けろっぐふろっぐ！
UCYKP16oMX9KKPbrNgo_Kgag	える	sRpg90RGRJg	【樋口楓&える】けろっぐふろっぐ！【オリジナル曲】	けろっぐふろっぐ！
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	ML9x7s7SMBE	焼森のファンファーレ【樋口楓オリジナル曲】	焼森のファンファーレ
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	FhF8PEGAF2Y	【にじさんじJK組】dream triangle short ver.【オリジナル曲】	dream triangle
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	yCTsaVg6f3g	【静凛&樋口楓】Dress me up!!【オリジナル曲】	Dress me up!!
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	PbW6Q1FdQEg	曇り空のフィルム【樋口楓オリジナル曲】	曇り空のフィルム
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	Zrq5lRWmCVc	月夜ノ空【樋口楓オリジナル曲】	月夜ノ空
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	AgOWBMkU24g	楓色の向こう【樋口楓オリジナル曲】	楓色の向こう
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	OLWqLMbq5QY	MapleDancer【樋口楓オリジナル曲】	MapleDancer
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	JG-mcEtEpRY	キミの友達【樋口楓オリジナル曲】	キミの友達
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	zu1ikUGv4Qc	やきもち☆ハートブレイク ワンコーラスver.【樋口楓オリジナル曲】	やきもち☆ハートブレイク
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	rGGGenfukR8	奏でろ音楽！！！ VR live ver.【樋口楓オリジナル曲】	奏でろ音楽！！！
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	MuFxkZMtv_M	奏でろ音楽！！！【樋口楓オリジナル曲】	奏でろ音楽！！！
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	O-Ndo_JKTAY	Liver's High!!【樋口楓オリジナル曲】	Liver's High!!
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	W9rkEnT9Q_8	放課後Melty【樋口楓オリジナル曲】	放課後Melty
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	0jseKaZGFzM	Maple【樋口楓オリジナル曲】	Maple
UCsg-YqdqQ-KFF0LNk23BY4A	樋口楓	_7yLua9O9Us	Harmony!! ワンコーラスver.【樋口楓オリジナル曲】	Harmony!!
UCwokZsOK_uEre70XayaFnzA	鈴鹿詩子	FSJpnr-2D30	ロキ／鏡音リン・みきとP　女声＆男声で歌ってみた【鈴鹿詩子/にじさんじ】（オリジナルMV）	ロキ
UCwokZsOK_uEre70XayaFnzA	鈴鹿詩子	PU0exaFoGJQ	【替え歌】『腐日』（腐女子・オタクの『白日』/King Gnu）【オリジナルMV】【にじさんじ/鈴鹿詩子】	白日
UCwokZsOK_uEre70XayaFnzA	鈴鹿詩子	vyD0wR865lc	【替え歌】『腐れてんだー』（腐女子・腐男子・オタクの『Pretender』/Official髭男dism）【オリジナルMV】【鈴鹿詩子】	Pretender
UCwokZsOK_uEre70XayaFnzA	鈴鹿詩子	61k1YBAKQ7E	乙女解剖（DECO*27）歌ってみた【オリジナルMV】/鈴鹿詩子cover(Utako Suzuka)	乙女解剖
UCwokZsOK_uEre70XayaFnzA	鈴鹿詩子	WGXkz1VGXVM	シャルル 歌ってみた。【自作MV】Charles Cover（鈴鹿詩子/にじさんじ）	シャルル
UCwokZsOK_uEre70XayaFnzA	鈴鹿詩子	JjKjx0nd0JE	【オリジナルMV】緑仙君と鈴鹿ウタでシンデレラガール / King&Prince 歌ってみた【cover】	シンデレラガール
UCt5-0i4AVHXaWJrL8Wql3mw	緑仙	JjKjx0nd0JE	【オリジナルMV】緑仙君と鈴鹿ウタでシンデレラガール / King&Prince 歌ってみた【cover】	シンデレラガール
UCwokZsOK_uEre70XayaFnzA	鈴鹿詩子	PG5QDm3fjS8	【オリジナルMV】愛を伝えたいだとか（あいみょん）cover【家長むぎ×鈴鹿詩子×える×夜見れな/にじさんじ】	愛を伝えたいだとか
UCYKP16oMX9KKPbrNgo_Kgag	える	PG5QDm3fjS8	【オリジナルMV】愛を伝えたいだとか（あいみょん）cover【家長むぎ×鈴鹿詩子×える×夜見れな/にじさんじ】	愛を伝えたいだとか
UC_GCs6GARLxEHxy1w40d6VQ	家長むぎ	PG5QDm3fjS8	【オリジナルMV】愛を伝えたいだとか（あいみょん）cover【家長むぎ×鈴鹿詩子×える×夜見れな/にじさんじ】	愛を伝えたいだとか
UCwokZsOK_uEre70XayaFnzA	鈴鹿詩子	0YG6Q39I1k0	【自作オリジナル曲&MV】Will you marry me? / 鈴鹿詩子 （Utako Suzuka）【後方花嫁面】	Will you marry me?
UCwokZsOK_uEre70XayaFnzA	鈴鹿詩子	-BZXZvOnRK0	【BGクラブ】脳漿炸裂ガール 歌ってみた - 森中花咲×鈴鹿詩子×モイラ【オリジナルMV】cover	脳漿炸裂ガール
UCtpB6Bvhs1Um93ziEDACQ8g	森中花咲	-BZXZvOnRK0	【BGクラブ】脳漿炸裂ガール 歌ってみた - 森中花咲×鈴鹿詩子×モイラ【オリジナルMV】cover	脳漿炸裂ガール
UCwokZsOK_uEre70XayaFnzA	鈴鹿詩子	i003sNLSvU4	U.S.A./DA PUMP　限界腐女子な歌のお姉さんVTuberが歌ってみた（鈴鹿詩子）Cover By Utako suzuka	U.S.A.
UCwokZsOK_uEre70XayaFnzA	鈴鹿詩子	z8-DH73uCxA	"【君の名は。】 なんでもないや / RADWIMPS (cover)鈴鹿詩子【聖地でのオリジナルPV】Nandemonaiya ""Your Name""/Utako Suzuka"	なんでもないや
UCwokZsOK_uEre70XayaFnzA	鈴鹿詩子	L4Tz3tER5MA	「ダンスロボットダンス」歌ってみた【鈴鹿詩子】Dance Robot Dance [Nayutan Seijin] Cover By Utako suzuka	ダンスロボットダンス
UCwokZsOK_uEre70XayaFnzA	鈴鹿詩子	FXwlyNlC-20	【恋愛サーキュレーション】歌ってみた。 Renai Circulation - Bakemonogatari Cover By Utako suzuka	恋愛サーキュレーション
UCwokZsOK_uEre70XayaFnzA	鈴鹿詩子	5ghLEVNLcM4	【歌ってみた+踊ってみた】マクロスF「星間飛行」/ランカ・リー(中島愛) cover【鈴鹿詩子/にじさんじ】	星間飛行
UCt0clH12Xk1-Ej5PXKGfdPA	物述有栖	mcg6Bg2wxso	【JK弾き語り】オラシオン弾いて歌ってみた【物述有栖】	オラシオン
UCt0clH12Xk1-Ej5PXKGfdPA	物述有栖	TgJI50j9bIs	【ヨルシカ】唐突に雨とカプチーノ歌ってみた【物述有栖】	雨とカプチーノ
UCt0clH12Xk1-Ej5PXKGfdPA	物述有栖	Az22NOebfRk	♡高音厨音域テストやってみた♡	高音厨音域テスト
UCt0clH12Xk1-Ej5PXKGfdPA	物述有栖	SXdV2bKMntI	♡future base歌ってみた♡	future base
UCt0clH12Xk1-Ej5PXKGfdPA	物述有栖	gtJ9ATKOPuw	【平成最後】AIAIAI歌ってみた♡【いっぱいちゅき】	AIAIAI
UCt0clH12Xk1-Ej5PXKGfdPA	物述有栖	1UZjA_sRUpE	♡恋愛サーキュレーションうたってみた♡	恋愛サーキュレーション
UCt0clH12Xk1-Ej5PXKGfdPA	物述有栖	Jhh-Dl1QkDc	【替え歌】妖怪のせいにしないようかい体操第一【歌ってみた物述】	ようかい体操第一
UC1zFJrfEKvCixhsjNSb1toQ	シスター・クレア	-N9hu5TAQ-M	アガペーの最終定理【シスター・クレア オリジナルソング】	アガペーの最終定理
UC1zFJrfEKvCixhsjNSb1toQ	シスター・クレア	CGlZyDUicjw	【デレマス】ラブレターを3人で歌ってみた【オリジナルMV】	ラブレター
UCtpB6Bvhs1Um93ziEDACQ8g	森中花咲	CGlZyDUicjw	【デレマス】ラブレターを3人で歌ってみた【オリジナルMV】	ラブレター
UC1zFJrfEKvCixhsjNSb1toQ	シスター・クレア	M16xWzDjPmY	DOGMA【シスター・クレアオリジナルソング】	DOGMA
UC1zFJrfEKvCixhsjNSb1toQ	シスター・クレア	tLinb54v2SI	【デレマスカバー】楽園/シスター・クレア【すべての方に愛をこめて】	楽園
UC1zFJrfEKvCixhsjNSb1toQ	シスター・クレア	JYnSpLSNfbU	【歌ってみた】アニメ「ダンベル何キロ持てる？」OP　お願いマッスル【シスター・クレア×花畑チャイカ】	お願いマッスル
UCsFn_ueskBkMCEyzCEqAOvg	花畑チャイカ	JYnSpLSNfbU	【歌ってみた】アニメ「ダンベル何キロ持てる？」OP　お願いマッスル【シスター・クレア×花畑チャイカ】	お願いマッスル
UC1zFJrfEKvCixhsjNSb1toQ	シスター・クレア	xAICL3fiIYY	【デレマス】Trancing Pulse 【にじさんじ/cresc.で歌ってみた】	Trancing Pulse
UCt5-0i4AVHXaWJrL8Wql3mw	緑仙	xAICL3fiIYY	【デレマス】Trancing Pulse 【にじさんじ/cresc.で歌ってみた】	Trancing Pulse
UC1zFJrfEKvCixhsjNSb1toQ	シスター・クレア	LqxwWFjP4qg	【CCさくら】Catch You Catch Me🌸【シスター・クレア】	Catch You Catch Me🌸
UC1zFJrfEKvCixhsjNSb1toQ	シスター・クレア	KcHmaqme-wU	pray 【シスター・クレアオリジナルソング】	pray
UC1zFJrfEKvCixhsjNSb1toQ	シスター・クレア	JWeasOQUtC4	シスター・クレアイメージソング第二弾「花に祈りを、あなたに愛を」	花に祈りを、あなたに愛を
UC1zFJrfEKvCixhsjNSb1toQ	シスター・クレア	D3aaXlaK0qo	シスター・クレアイメージソング第一弾「しゅわしゅわナインティーン」	しゅわしゅわナインティーン
UC1zFJrfEKvCixhsjNSb1toQ	シスター・クレア	1QY4ex7oLd4	おねがいダーリン シスター・クレア	おねがいダーリン
UCPvGypSgfDkVe7JG2KygK7A	竜胆尊	WsAS2MQVqwM	【にじさんじ】Bad ∞ End ∞ Night 歌ってみた【#お屋敷組】	Bad ∞ End ∞ Night
UCt5-0i4AVHXaWJrL8Wql3mw	緑仙	WsAS2MQVqwM	【にじさんじ】Bad ∞ End ∞ Night 歌ってみた【#お屋敷組】	Bad ∞ End ∞ Night
UCV5ZZlLjk5MKGg3L0n0vbzw	鷹宮リオン	WsAS2MQVqwM	【にじさんじ】Bad ∞ End ∞ Night 歌ってみた【#お屋敷組】	Bad ∞ End ∞ Night
UChUJbHiTVeGrSkTdBzVfNCQ	ジョー・力一	WsAS2MQVqwM	【にじさんじ】Bad ∞ End ∞ Night 歌ってみた【#お屋敷組】	Bad ∞ End ∞ Night
UC3lNFeJiTq6L3UWoz4g1e-A	卯月コウ	WsAS2MQVqwM	【にじさんじ】Bad ∞ End ∞ Night 歌ってみた【#お屋敷組】	Bad ∞ End ∞ Night
UCPvGypSgfDkVe7JG2KygK7A	竜胆尊	7cbzUExj_pQ	【 オリジナルMV 】Orange Sapphire【 にじさんじ / Twinkle 】	Orange Sapphire
